City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,colombo,6.9319,79.8478,23.97,88,100,2.56,LK,1676832265
287,benghazi,32.1167,20.0667,14.76,61,1,2.97,LY,1676832304
288,hunterville,-39.9333,175.5667,14.83,79,38,1.79,NZ,1676832305
289,andenes,69.3143,16.1194,0.99,86,75,13.89,NO,1676832305
290,omsukchan,62.5333,155.8,-37.89,99,100,1.86,RU,1676832307
291,acajutla,13.5928,-89.8275,31.83,45,10,3.56,SV,1676832307
292,merauke,-8.4667,140.3333,26.11,82,100,1.48,ID,1676832308
293,kavaratti,10.5669,72.642,26.58,72,9,2.7,IN,1676832308
294,mandla,22.6,80.3833,19.71,28,1,1.3,IN,1676832309
295,ondjiva,-17.0667,15.7333,25.08,15,98,5.46,AO,1676832309
296,zhuanghe,39.7008,122.9911,-3.18,32,4,4.44,CN,1676832310
297,victor harbor,-35.5667,138.6167,18.16,84,0,2.54,AU,1676832310
298,menomonie,44.8755,-91.9193,0.46,100,100,2.57,US,1676832226
299,ordu,40.9086,37.6845,5.28,75,98,2.82,TR,1676832311
300,san isidro,-12.1167,-77.05,24.77,73,40,4.63,PE,1676832312
301,waingapu,-9.6567,120.2641,25.45,87,52,2.23,ID,1676832312
302,carauari,-4.8828,-66.8958,26.34,85,93,2.36,BR,1676832218
303,plettenberg bay,-34.0527,23.3716,19.33,81,1,2.37,ZA,1676832314
304,manacor,39.5696,3.2096,12.96,75,95,0.28,ES,1676832315
305,santa maria del oro,25.9333,-105.3667,24.58,19,55,3.99,MX,1676832316
306,tarbagatay,51.4803,107.3602,-23.07,97,12,1.06,RU,1676832316
307,hovd,48.0056,91.6419,-16.08,85,100,0.62,MN,1676832317
308,tarko-sale,64.9225,77.785,-22.51,99,93,1.93,RU,1676832318
309,vostok,46.4856,135.8833,-20.09,100,100,0.94,RU,1676832319
310,lindsay,36.203,-119.0882,14.87,52,0,0.0,US,1676832095
311,khuchni,41.9499,47.9485,1.87,69,10,2.49,RU,1676832319
312,porkhov,57.765,29.5561,-2.84,94,100,3.39,RU,1676832320
313,bilibino,68.0546,166.4372,-28.06,98,100,0.81,RU,1676832320
314,bubaque,11.2833,-15.8333,23.62,73,8,5.89,GW,1676832321
315,yashkino,55.8736,85.4265,-15.87,98,99,2.0,RU,1676832322
316,raudeberg,61.9875,5.1352,1.59,66,100,8.73,NO,1676832322
317,yima,34.7381,111.8839,3.0,37,0,2.78,CN,1676832323
318,emerald,-23.5333,148.1667,22.41,76,100,4.0,AU,1676832323
319,wilmington island,32.0036,-80.9737,21.05,77,20,2.57,US,1676832324
320,businga,3.3333,20.8833,27.9,26,100,1.21,CD,1676832325
321,laichingen,48.4894,9.6861,6.61,94,100,5.08,DE,1676832325
322,suda,59.1525,37.5582,-7.94,93,100,5.55,RU,1676832326
323,naryan-mar,67.6713,53.087,-13.78,93,100,3.88,RU,1676832326
324,thinadhoo,0.5333,72.9333,27.41,74,16,3.08,MV,1676832327
325,ust-nera,64.5667,143.2,-40.49,97,71,1.06,RU,1676832327
326,sao joao da barra,-21.6403,-41.0511,30.05,82,100,4.8,BR,1676832328
327,paita,-5.0892,-81.1144,28.34,64,66,6.87,PE,1676832328
328,ghiror,27.1833,78.8,18.83,46,6,1.07,IN,1676832329
329,lata,40.1629,-8.3327,15.04,75,98,1.7,PT,1676832329
330,el limon,10.3059,-67.6321,33.62,46,0,2.44,VE,1676832330
331,eskhar,49.7987,36.5883,-0.25,88,100,3.32,UA,1676832330
332,havelock,34.8791,-76.9013,15.99,69,100,3.6,US,1676832240
333,san juan,-31.5375,-68.5364,30.18,14,0,4.12,AR,1676832332
334,kargil,34.5667,76.1,-5.56,94,98,1.97,IN,1676832155
335,gamba,-2.65,10.0,26.18,85,85,2.39,GA,1676832333
336,mount abu,24.6,72.7,16.54,18,5,0.96,IN,1676832333
337,lebowakgomo,-24.2,29.5,17.25,75,37,1.95,ZA,1676832334
338,cortes,41.9395,-1.4396,14.6,56,100,2.58,ES,1676832334
339,acari,-15.4311,-74.6158,29.34,60,96,5.19,PE,1676832335
340,ous,60.9058,61.5186,-23.09,100,100,0.85,RU,1676832335
341,nagato,34.3833,131.2,6.59,63,5,7.27,JP,1676832336
342,ulaangom,49.9811,92.0667,-24.26,97,100,1.09,MN,1676832336
343,pombia,45.653,8.6336,12.92,75,0,1.03,IT,1676832337
344,jatiroto,-7.8833,111.1167,22.69,93,100,0.8,ID,1676832338
345,kozluk,38.1938,41.4885,4.14,65,74,2.21,TR,1676832338
346,kenai,60.5544,-151.2583,-4.95,93,100,2.06,US,1676832339
347,troitskoye,52.9821,84.6757,-12.11,99,95,1.14,RU,1676832339
348,komsomolskiy,40.4272,71.7189,3.4,87,6,2.06,UZ,1676832340
349,maragogi,-9.0122,-35.2225,28.35,67,13,4.53,BR,1676832341
350,joao pinheiro,-17.7425,-46.1725,24.77,68,100,2.54,BR,1676832342
351,mahajanga,-15.7167,46.3167,28.01,83,20,2.06,MG,1676832342
352,great falls,47.5002,-111.3008,5.09,43,100,11.83,US,1676832343
353,clyde river,70.4692,-68.5914,-25.87,64,0,3.09,CA,1676832161
354,auki,-8.7676,160.7034,25.33,85,99,1.02,SB,1676832343
355,belmonte,-15.8631,-38.8828,28.06,66,80,3.79,BR,1676832344
356,alice springs,-23.7,133.8833,22.75,64,0,2.57,AU,1676832344
357,arlit,18.7369,7.3853,22.79,10,0,4.79,NE,1676832345
358,faya,18.3851,42.4509,16.06,61,42,0.64,SA,1676832346
359,mul,20.0667,79.6667,23.94,27,0,1.73,IN,1676832346
360,brenham,30.1669,-96.3977,20.88,63,40,3.09,US,1676832154
361,tomatlan,19.9333,-105.25,33.79,27,0,4.57,MX,1676832347
362,havre-saint-pierre,50.2334,-63.5986,-7.0,49,0,5.14,CA,1676832250
363,kroya,-7.6331,109.2461,24.86,89,88,2.56,ID,1676832347
364,mount gambier,-37.8333,140.7667,12.24,95,1,0.53,AU,1676832348
365,ahipara,-35.1667,173.1667,16.23,88,93,1.93,NZ,1676832348
366,lima,-12.0432,-77.0282,24.14,73,40,4.63,PE,1676831677
367,kharan,28.5833,65.4167,20.43,27,90,1.14,PK,1676832349
368,carbondale,37.7273,-89.2168,13.92,50,0,8.23,US,1676832349
369,ntoum,0.3833,9.7833,26.1,83,60,2.28,GA,1676832350
370,broome,42.2506,-75.833,8.83,43,20,7.6,US,1676832350
371,mandalgovi,45.7625,106.2708,-10.14,60,0,0.5,MN,1676832351
372,luancheng,37.8792,114.6517,-0.91,36,0,2.8,CN,1676832351
373,hella,67.2,14.4333,1.08,89,75,1.03,NO,1676832352
374,falmouth,50.1544,-5.0711,10.92,85,100,3.6,GB,1676832353
375,pisco,-13.7,-76.2167,26.03,73,0,10.8,PE,1676832353
376,ponta delgada,37.7333,-25.6667,15.4,77,20,4.12,PT,1676832354
377,lasa,46.6166,10.7002,11.49,89,25,3.39,IT,1676832354
378,mangrol,21.1167,70.1167,23.85,57,6,3.7,IN,1676832355
379,lobito,-12.3481,13.5456,23.56,79,11,2.49,AO,1676832156
380,north bend,43.4065,-124.2243,10.09,93,0,0.0,US,1676832356
381,okha,53.5739,142.9478,-28.57,100,95,2.33,RU,1676832356
382,mildura,-34.2,142.15,17.82,51,0,3.99,AU,1676832357
383,izhevskoye,54.5567,40.8703,-5.76,95,100,4.69,RU,1676832357
384,serrinha,-11.6642,-39.0075,35.46,20,13,3.53,BR,1676832358
385,bijie,27.3125,105.2942,6.17,85,100,2.07,CN,1676832358
386,sur,22.5667,59.5289,22.23,70,5,2.09,OM,1676832360
387,joshimath,30.5667,79.5667,9.19,46,29,3.27,IN,1676832360
388,jacareacanga,-6.2222,-57.7528,29.78,65,65,1.38,BR,1676832361
389,pemberton,50.3164,-122.8027,4.83,85,100,1.98,CA,1676832187
390,le vauclin,14.5452,-60.8388,28.03,54,75,7.72,MQ,1676832361
391,synya,65.3718,58.0387,-22.14,100,86,1.56,RU,1676832362
392,tomelloso,39.1522,-3.0243,13.07,43,100,7.6,ES,1676832362
393,san miguel,13.4833,-88.1833,35.78,23,0,3.09,SV,1676832363
394,bereda,43.2686,-7.5406,10.79,100,13,1.9,ES,1676832364
395,arua,3.0201,30.9111,24.51,28,95,1.28,UG,1676832364
396,balabac,7.9868,117.0645,26.06,81,100,5.98,PH,1676832365
397,awka,6.2101,7.0741,29.62,17,6,2.25,NG,1676832366
398,angoche,-16.2325,39.9086,26.64,88,53,4.13,MZ,1676832367
399,toba,34.4833,136.85,9.0,70,62,11.08,JP,1676832367
400,kruisfontein,-34.0033,24.7314,22.71,80,0,1.44,ZA,1676832368
401,ozernovskiy,51.5,156.5167,-16.86,80,21,3.32,RU,1676832368
402,meulaboh,4.1363,96.1285,24.55,90,97,1.59,ID,1676832369
403,barranca,-10.75,-77.7667,24.53,73,100,4.12,PE,1676832370
404,muzhi,65.3667,64.6667,-20.34,91,81,1.91,RU,1676832370
405,mpulungu,-8.7623,31.1141,22.8,81,76,1.04,ZM,1676832371
406,port macquarie,-31.4333,152.9167,18.83,89,100,3.15,AU,1676832371
407,magalia,39.8121,-121.5783,11.35,37,76,0.52,US,1676832372
408,atbasar,51.8,68.3333,-7.27,95,100,5.87,KZ,1676832198
409,pryluky,50.5932,32.3876,0.78,81,100,5.51,UA,1676832373
410,falam,22.9167,93.6833,10.63,59,0,1.75,MM,1676832374
411,alta floresta,-9.8756,-56.0861,26.1,88,94,1.37,BR,1676832374
412,mayo,38.8876,-76.5119,15.64,51,0,8.23,US,1676832375
413,banda aceh,5.5577,95.3222,25.11,81,90,3.86,ID,1676832375
414,pontian kecil,1.4801,103.3899,24.18,91,18,2.64,MY,1676832376
415,birao,10.2849,22.7882,25.33,14,100,2.97,CF,1676832377
416,maumere,-8.6199,122.2111,25.96,81,93,1.03,ID,1676832377
417,el viejo,12.6633,-87.1672,34.12,36,20,4.12,NI,1676832378
418,dergachi,51.2328,48.7659,-15.03,99,77,2.36,RU,1676832378
419,suntar,62.1444,117.6319,-19.6,96,100,2.73,RU,1676832379
420,la ronge,55.1001,-105.2842,-28.86,52,40,2.06,CA,1676832357
421,naze,28.3667,129.4833,13.51,67,100,7.71,JP,1676832379
422,muroto,33.2833,134.15,11.33,60,75,6.05,JP,1676832380
423,viedma,-40.8135,-62.9967,24.54,24,8,6.53,AR,1676832381
424,westport,41.1415,-73.3579,9.04,68,100,3.13,US,1676832359
425,salinopolis,-0.6136,-47.3561,24.32,90,100,3.26,BR,1676832382
426,winnemucca,40.973,-117.7357,5.89,34,100,2.05,US,1676832382
427,sibut,5.718,19.0739,28.95,19,89,0.39,CF,1676832383
428,setermoen,68.861,18.3486,-2.54,97,100,1.06,NO,1676832383
429,tura,25.5198,90.2201,19.05,45,1,1.37,IN,1676832384
430,alma,48.5501,-71.6491,-1.44,68,100,3.89,CA,1676832385
431,seoul,37.5683,126.9778,-0.31,74,0,2.06,KR,1676832000
432,borogontsy,62.6683,131.1683,-31.77,100,100,1.06,RU,1676832386
433,mopti,14.6667,-4.0,32.02,15,100,2.06,ML,1676832386
434,codo,-4.4553,-43.8856,26.82,85,78,0.39,BR,1676832387
435,husavik,66.0449,-17.3389,0.78,98,100,9.46,IS,1676832387
436,sabang,5.8933,95.3214,27.54,75,59,6.11,ID,1676832388
437,nieuw amsterdam,5.8833,-55.0833,29.45,67,40,4.12,SR,1676832388
438,batagay-alyta,67.8006,130.4114,-37.78,92,8,2.26,RU,1676832389
439,jakar,27.5492,90.7525,7.1,97,100,1.23,BT,1676832390
440,sao jose da coroa grande,-8.8978,-35.1478,28.54,65,15,4.44,BR,1676832390
441,luorong,24.4058,109.6086,13.31,50,1,3.89,CN,1676832391
442,isla aguada,18.7833,-91.4667,24.02,72,0,3.12,MX,1676832391
443,boddam,57.4667,-1.7833,12.21,67,100,10.43,GB,1676832392
444,de-kastri,51.4667,140.7833,-17.69,99,96,1.22,RU,1676832392
445,konosha,60.9736,40.257,-12.12,93,100,3.83,RU,1676832393
446,atherton,53.5237,-2.4935,9.6,79,100,1.34,GB,1676832393
447,caravelas,-17.7125,-39.2481,28.41,62,31,4.29,BR,1676832394
448,korla,41.7597,86.1469,0.21,75,100,2.22,CN,1676832394
449,dharchula,29.85,80.5333,14.46,45,39,2.95,IN,1676832395
450,las lomas,8.4333,-82.4,32.67,35,0,11.32,PA,1676832396
451,tsiroanomandidy,-18.7667,46.0333,22.07,88,90,0.93,MG,1676832396
452,hackettstown,40.854,-74.8291,11.97,51,100,4.63,US,1676832397
453,portland,45.5234,-122.6762,8.68,82,100,3.58,US,1676831619
454,bambanglipuro,-7.95,110.2833,24.63,87,100,3.12,ID,1676832398
455,abriaqui,6.6315,-76.0644,21.34,56,56,1.38,CO,1676832398
456,novikovo,51.1537,37.8879,-1.39,93,100,4.71,RU,1676832399
457,halifax,44.6453,-63.5724,4.14,66,100,2.06,CA,1676832115
458,porto franco,-6.3383,-47.3992,26.93,75,100,2.95,BR,1676832400
459,kerema,-7.9631,145.7785,25.69,88,100,1.61,PG,1676832401
460,sholokhovskiy,48.2807,41.0459,-0.27,94,100,3.87,RU,1676832401
461,guaratinga,-16.5667,-39.5667,29.14,54,99,3.07,BR,1676832136
462,kortkeros,61.8106,51.5806,-16.0,100,61,1.7,RU,1676832402
463,palafrugell,41.9174,3.1631,14.14,46,100,2.3,ES,1676832344
464,taber,49.8167,-112.1518,6.47,38,100,10.8,CA,1676832403
465,nikki,9.9401,3.2108,28.44,16,5,1.98,BJ,1676832403
466,erzin,36.9559,36.2,9.3,83,1,1.35,TR,1676832404
467,tuni,17.35,82.55,22.08,82,0,0.7,IN,1676832404
468,cerrito,6.8432,-72.694,17.74,60,77,0.83,CO,1676832405
469,esperance,-33.8667,121.9,19.33,90,46,5.88,AU,1676832405
470,ambon,-3.6954,128.1814,24.08,94,40,1.54,ID,1676832406
471,vanavara,60.34,102.2797,-15.6,97,100,2.21,RU,1676832406
472,mawlaik,23.6333,94.4167,18.0,48,1,0.62,MM,1676832407
473,noumea,-22.2763,166.4572,26.11,99,40,5.06,NC,1676832407
474,puerto colombia,10.9878,-74.9547,29.05,66,0,10.93,CO,1676832408
475,vikhorevka,56.1201,101.1636,-10.23,100,100,0.89,RU,1676832408
476,maningrida,-12.0667,134.2667,26.63,84,100,2.85,AU,1676832410
477,rusera,25.75,86.0333,19.56,53,0,1.33,IN,1676832410
478,joensuu,62.6012,29.7632,-6.73,86,20,2.06,FI,1676832411
479,compostela,7.6731,126.0889,23.23,97,100,0.8,PH,1676832411
480,lebu,-37.6167,-73.65,17.54,75,1,8.57,CL,1676832412
481,sioux lookout,50.1001,-91.917,-14.96,66,75,4.12,CA,1676832413
482,mayumba,-3.432,10.6554,26.14,87,84,2.8,GA,1676832413
483,hambantota,6.1241,81.1185,23.19,100,40,1.03,LK,1676832413
484,zvishavane,-20.3267,30.0665,20.05,67,84,4.06,ZW,1676832414
485,coihaique,-45.5752,-72.0662,17.34,39,40,2.06,CL,1676832414
486,sao paulo de olivenca,-3.3783,-68.8725,22.77,99,100,1.73,BR,1676832415
487,vazante,-17.9869,-46.9078,26.19,68,98,2.55,BR,1676832415
488,liuzhou,24.3126,109.3892,14.06,51,0,3.94,CN,1676832416
489,nishihara,26.1842,127.7558,17.6,63,75,9.26,JP,1676832416
490,vesoul,47.5833,5.8333,8.45,74,87,1.03,FR,1676832417
491,boguchar,49.9358,40.545,-1.56,92,100,3.75,RU,1676832417
492,port augusta,-32.5,137.7667,22.37,38,0,3.44,AU,1676832417
493,soure,-0.7167,-48.5233,24.51,90,100,3.78,BR,1676832418
494,chapais,49.7834,-74.8492,-5.12,91,100,6.46,CA,1676832418
495,sao filipe,14.8961,-24.4956,22.35,72,100,4.28,CV,1676832419
496,hirara,24.8,125.2833,18.65,76,100,12.79,JP,1676832419
497,oum hadjer,13.2954,19.6966,25.57,12,0,5.53,TD,1676832420
498,ulladulla,-35.35,150.4667,18.68,93,4,1.58,AU,1676832420
499,geraldton,-28.7667,114.6,23.23,83,100,5.66,AU,1676832421
500,agvali,42.5385,46.1197,-1.19,84,16,4.66,RU,1676832421
501,awjilah,29.1081,21.2869,14.41,44,0,2.02,LY,1676832422
502,samarai,-10.6167,150.6667,27.76,75,66,3.33,PG,1676832423
503,thatta,24.7475,67.9235,21.57,74,40,4.65,PK,1676832423
504,yulara,-25.2406,130.9889,25.24,47,0,3.39,AU,1676832424
505,kaduqli,11.0167,29.7167,26.41,16,7,3.96,SD,1676832424
506,ullapool,57.8987,-5.1604,11.86,86,100,13.48,GB,1676832425
507,gold coast,-28.0,153.4333,24.44,81,40,2.06,AU,1676832425
508,ketchikan,55.3422,-131.6461,4.99,93,100,1.54,US,1676832426
509,verkh-usugli,52.7,115.1667,-25.56,93,7,1.55,RU,1676832426
510,bilma,18.6853,12.9164,20.41,15,5,3.45,NE,1676832427
511,reconquista,-29.15,-59.65,28.14,14,31,2.03,AR,1676832428
512,nanakuli,21.3906,-158.1547,24.46,78,0,2.06,US,1676832428
513,pangnirtung,66.1451,-65.7125,-38.0,61,20,0.0,CA,1676832429
514,mayor pablo lagerenza,-19.9309,-60.7718,29.99,24,38,2.28,PY,1676832429
515,hami,42.8,93.45,0.73,24,100,1.67,CN,1676832430
516,chernogolovka,56.0,38.3667,-5.94,96,100,3.79,RU,1676832430
517,kamenka,51.3223,42.7678,-1.27,96,100,4.91,RU,1676832431
518,mill valley,37.906,-122.545,17.26,54,37,1.79,US,1676832432
519,punta alta,-38.8759,-62.0736,30.3,21,3,8.62,AR,1676832432
520,pinawa,50.1489,-95.8811,-14.16,70,73,3.18,CA,1676832433
521,taltal,-25.4,-70.4833,24.17,71,22,4.29,CL,1676832021
522,olafsvik,64.8945,-23.7142,2.13,96,100,11.95,IS,1676832433
523,olutanga,7.3106,122.8464,26.73,78,100,1.63,PH,1676832434
524,ostrovnoy,68.0531,39.5131,-10.82,88,16,6.88,RU,1676832434
525,lukovetskiy,64.2956,41.9211,-15.53,97,62,2.16,RU,1676832435
526,santa rosa,14.3122,121.1114,25.06,95,100,1.27,PH,1676832373
527,saint-francois,46.4154,3.9054,8.69,79,100,1.54,FR,1676832436
528,necochea,-38.5473,-58.7368,24.61,31,100,7.41,AR,1676832436
529,zabaykalsk,49.6333,117.3167,-24.6,93,6,2.96,RU,1676832437
530,chama,47.1821,8.4636,10.12,76,100,0.51,CH,1676832438
531,wegrow,52.3995,22.0163,1.35,69,10,5.63,PL,1676832378
532,xiongzhou,25.1167,114.3,11.15,76,96,1.29,CN,1676832439
533,purna,19.1833,77.05,23.94,23,0,1.76,IN,1676832439
534,vanimo,-2.6741,141.3028,24.94,89,100,2.1,PG,1676832440
535,klaksvik,62.2266,-6.589,9.51,87,100,16.5,FO,1676832440
536,kyshtovka,56.555,76.6271,-14.68,96,94,2.89,RU,1676832441
537,hangu,39.2489,117.7892,0.02,34,0,4.13,CN,1676832441
538,aleppo,36.25,37.5,9.54,74,0,1.57,SY,1676832442
539,coachella,33.6803,-116.1739,21.45,19,0,3.6,US,1676832443
540,jega,12.2175,4.3792,26.79,12,0,4.44,NG,1676832443
541,bundaberg,-24.85,152.35,21.79,93,100,1.34,AU,1676832444
542,harper,4.375,-7.7169,27.33,79,5,3.76,LR,1676832444
543,kasama,-10.2129,31.1808,18.16,91,100,0.92,ZM,1676832445
544,bereznik,62.8551,42.7072,-13.12,95,90,3.15,RU,1676832445
545,wajid,3.8093,43.2471,27.41,15,98,5.4,SO,1676832446
546,port keats,-14.25,129.55,25.09,87,100,2.09,AU,1676832446
547,belfast,54.5833,-5.9333,11.9,82,100,7.72,GB,1676832383
548,swellendam,-34.0226,20.4417,21.81,62,9,3.15,ZA,1676832447
549,kidal,18.4411,1.4078,23.64,11,0,4.99,ML,1676832448
550,okara,30.8081,73.4458,20.2,20,100,2.72,PK,1676832449
551,geilo,60.5333,8.2076,-7.38,91,100,1.92,NO,1676832449
552,dali,25.7,100.1833,9.17,60,1,2.16,CN,1676832450
553,babylon,40.6957,-73.3257,8.9,75,0,8.75,US,1676832450
554,comodoro rivadavia,-45.8667,-67.5,20.92,16,0,6.69,AR,1676832451
555,greenfield,42.9614,-88.0126,7.47,55,0,8.75,US,1676832413
556,curup,-3.4667,102.5333,19.37,98,89,0.46,ID,1676832451
557,antofagasta,-23.65,-70.4,23.6,70,12,4.83,CL,1676832452
558,mangai,-4.05,19.5333,26.79,56,100,1.07,CD,1676832452
559,milledgeville,33.0801,-83.2321,18.45,59,75,2.57,US,1676832429
560,ngaoundere,7.3167,13.5833,22.47,19,15,2.53,CM,1676832453
561,fort nelson,58.8053,-122.7002,-14.47,82,100,0.0,CA,1676832357
562,kalmar,56.6616,16.3616,1.09,87,75,4.63,SE,1676832454
563,sauda,59.6506,6.3542,4.82,99,100,2.97,NO,1676832455
564,lokossa,6.6387,1.7167,26.42,53,6,2.78,BJ,1676832456
565,beisfjord,68.3751,17.5988,-0.97,92,100,1.13,NO,1676832457
566,berlevag,70.8578,29.0864,-1.0,86,100,5.14,NO,1676832457
567,touho,-20.7833,165.2333,25.53,76,30,6.84,NC,1676832458
568,hamilton,39.1834,-84.5333,14.67,35,0,7.2,US,1676832167
569,senftenberg,51.5167,14.0167,5.09,79,100,2.68,DE,1676832459
570,somerset east,-32.7217,25.588,22.2,59,21,3.1,ZA,1676832459
571,sistranda,63.7256,8.834,0.98,64,100,4.55,NO,1676832460
572,parati,-23.2178,-44.7131,25.94,94,92,1.44,BR,1676832460
573,rincon,32.296,-81.2354,20.98,52,40,2.57,US,1676832461
574,caluquembe,-13.7833,14.6833,17.83,50,55,3.15,AO,1676832461
